[-32.260740999999996, 115.80490229692751],	183
[-32.075847249999995, 115.86282999311351],	184
[-32.00433889999999, 116.04525755230769],	185
[-31.88283075, 115.95150978402813],	186
[46.2164021, -72.1389998],	187
[-31.8064379, 115.82900857249676],	188
[-31.9494464, 116.02341151934365],	189
[-31.7577348, 115.98005030317509],	190
[33.69788595, -80.21491494677869],	191
[-31.8282612, 115.82734607217442],	192
[-31.8445634, 115.75908665239191],	193
[-32.21238255, 116.0055436551701],	194
[-31.9326862, 115.9047654770713],	195
[-32.2360434, 115.8038057332588],	196
[-37.8140092, 175.28402149211573],	197
[-31.66848955, 115.7128234497942],	198
[-31.86782235, 116.03680435260827],	199
[-31.88717915, 116.0195625532159],	200
[-31.99744185, 115.90165724028904],	201
[-31.6871048, 115.7094108085187],	202
[52.968317, -1.4136851418295309],	203
[-32.0115058, 115.7628888950656],	204
[-31.9681089, 115.78269769275862],	205
[-31.91838705, 115.83549154535947],	206
[-31.8743524, 116.2202282],	207
[-31.92571675, 115.87642104763404],	208
[52.4734885, -2.1130547610984918],	209
[-31.7766701, 115.73704178090895],	210
[-31.777847, 115.74855031696134],	211
[-31.8949896, 116.17296746776226],	212
[-32.2958316, 115.9851981],	213
[-31.984798650000002, 115.81284060297162],	214
[-31.70798295, 115.75191835167551],	215
[-32.151835, 115.99997092888162],	216
[-38.189459549999995, 146.29293901344727],	217
[51.4820419, -3.693748418552631],	218
[-31.88407485, 115.83969972601601],	219
[-31.8776416, 115.90775920436222],	220
[-31.85196485, 115.83418099675318],	221
[-31.85989425, 115.76083385128325],	222
[-31.989154499999998, 115.76504802385443],	223
[-32.0345678, 115.75683961737136],	224
[52.968317, -1.4136851418295309],	225
[-32.23650835, 115.83579815066747],	226
[-31.93028665, 115.85590466803737],	227
[-31.784362899999998, 115.78848627429875],	228
[51.8689315, -0.41569238673854314],	229
[-32.05986335, 115.8686235585817],	230
[-31.76500205, 115.73940489686316],	231
[27.9526079, -97.9371464001072],	232
[-32.235443700000005, 115.81488554575586],	233
[52.5270821, -1.8382420550543634],	234
[-31.8052004, 115.76089439426477],	235
[43.0624397, -77.23273409820317],	236
[38.763952, -96.66165367939406],	237
[-32.04254795, 115.9143996259067],	238
[51.5729495, 0.4290201554803901],	239
[-32.126697899999996, 115.91681045743368],	240
[-32.03489515, 116.13118445010967],	241
[-32.35846565, 115.75563405050198],	242
[-31.760968300000002, 115.7511811839947],	243
[-31.8418612, 115.77445519325344],	244
[51.5274491, -0.20826930717426967],	245
[-31.65798315, 115.69502980335372],	246
[-31.673546549999998, 115.70292723206272],	247
[-32.09424045, 115.91106441940573],	248
[-31.82778295, 115.84474145312288],	249
[-31.9352015, 115.94476012202591],	250
[-37.82974365, 144.99959578492627],	251
[-32.335495550000005, 115.83053947235055],	252
[-46.352329499999996, 168.01960857761438],	253
[-32.282811249999995, 115.72178304777935],	254
[-32.3574984, 115.76799767339764],	255
[-31.961384199999998, 115.81577190152902],	256
[-31.840613750000003, 115.85256281430708],	257
[-32.04007195, 115.86632555294202],	258
[-32.05060625, 115.89800120831363],	259
[-32.2988383, 115.71461659231787],	260
[-32.072294, 115.80258385828097],	261
[-31.9016738, 116.2032761],	262
[-31.897092100000002, 115.76707988664904],	263
[-32.089496999999994, 115.99668549804693],	264
[-32.40496765, 115.75870912579013],	265
[-32.3655528, 115.98130679663004],	266
[-32.3434576, 115.80091956555724],	267
[-32.03280785, 115.88507094187916],	268
[-32.4399041, 115.75793157684004],	269
[-31.68532265, 115.72783083696118],	270
[-31.83132825, 115.7607988797005],	271
[-31.85020295, 115.90998052259903],	272
[-32.1297088, 115.79736569434527],	273
[-32.1063196, 115.83433847017783],	274
[-31.812126550000002, 115.7643466460922],	275
[-31.9812492, 115.85938982746296],	276
[-32.06673495, 115.95808433083582],	277
[-32.0994518, 115.95953855806249],	278
[50.53209405, -2.448785385487837],	279
[-32.10147955, 115.78661092474613],	280
[32.5604288, -94.78853124850238],	281
[51.75326685, 0.49492087393577244],	282
[-31.951426599999998, 115.82225463129751],	283
[-32.1526852, 115.84952805206936],	284
[-31.8933112, 115.86421486488946],	285
[-31.886812550000002, 116.04950807947108],	286
[-31.9722927, 115.77039191907227],	287
[-31.86892845, 115.82169187140599],	288
[-31.71527585, 115.79220507299314],	289
[-32.05334085, 115.96607568297412],	290
[-31.95913265, 115.92017584783022],	291
[-31.901337650000002, 115.84079654437105],	292
[-31.4892568, 115.59107962832175],	293
[-31.78677665, 116.0250553213175],	294
[-31.971504699999997, 115.89207432085756],	295
[-31.8442662, 115.86820798554076],	296
[-32.31917305, 115.76230177024242],	297
[-31.9990978, 116.07024054117201],	298
[-31.7518278, 115.79968423205398],	299
[-32.335166400000006, 115.75508445996891],	300
[-31.85453245, 115.8456046344291],	301
[-31.9970919, 115.98365078773907],	302
[40.5632344, -104.4835287],	303
[-21.07549, 117.38503],	304
[51.56111945, -0.29413163917269475],	305
[-31.91059945, 115.77058353130008],	306
[-31.87294365, 115.8087958428813],	307
[-31.8694608, 115.92789347749769],	308
[-31.825503949999998, 115.79081882176034],	309
[-31.939475299999998, 115.83271350220795],	310
[-32.07015855, 115.85515529610765],	311
[-31.89051355, 115.88634779725457],	312
[-32.110244550000004, 116.00544723665703],	313
[-31.870232950000002, 115.83878816603942],	314
[-32.059195200000005, 115.76503857258194],	315
[-32.142493849999994, 115.98375845531625],	316
[-32.049188150000006, 115.88269190397227],	317
[-32.01773405, 115.91167049671014],	318
[-32.07213555, 115.77091733712473],	319
[-32.054632749999996, 115.83289333967905],	320
[-32.07494935, 115.97916645366331],	321
[-31.893026749999997, 115.99689696098247],	322
[54.8832241, -6.2666047],	323
[53.56231915, -1.1961974038300327],	324
[-31.984318000000002, 116.00412052269662],	325
[-31.794415649999998, 115.79375357729654],	326
[-31.808783, 116.31444853182802],	327
[-32.05058015, 115.95137866140138],	328
[-31.54363975, 115.63183299270679],	329
[-31.5522401, 115.63539110034213],	330
[-32.1196022, 115.81965601834143],	331
[-31.9008149, 115.8590678688174],	332
[-31.89225535, 115.78998682194705],	333

	
